,ID,DeviceSerial,Vin,MessageType,ReportType,MsgNum,TripState,ReceivedTimestamp,Latitude,Longitude,MessageXML,ProcessedTimestamp,IsProcessed,CollectionTimestamp,ManufacturerSerial
14247,927092612,1088217018,,IOState,,2082,,2019-01-03 18:50:30.860,,,"<IOState ReportType=""N/A"" DeviceSerial=""1088217018"" MsgNum=""2082"" TripState=""N/A"" VIN="""" Latitude="""" Longitude=""""><IOStateData><A2D>0</A2D><TimeStamp>2019-01-03T13:50:02</TimeStamp><Speed /><ATModeVibrationState /><Course /><TotalDistance /><GpsType /><Diagnostic>1</Diagnostic><DryInput id=""1"">0</DryInput><DryInput id=""2"">0</DryInput><DryInput id=""5"">0</DryInput><DryInput id=""6"">0</DryInput><OutputState id=""1"">0</OutputState></IOStateData></IOState>",,0,2019-01-03 18:50:30.860,816807
14248,927092617,1088217018,4V4MC9EH5CN542671,J1939,Current State,2085,Engine On,2019-01-03 18:50:31.063,,,"<JBus ReportType=""Current State"" DeviceSerial=""1088217018"" MsgNum=""2085"" TripState=""Engine On"" VIN=""4V4MC9EH5CN542671"" Latitude="""" Longitude=""""><JBusData><TotalDistanceInMiles>221821</TotalDistanceInMiles><Speed>0</Speed><EngineSpeed>600</EngineSpeed><EngineLoad>37</EngineLoad><EngineOnTime>0</EngineOnTime><IdleTime>0</IdleTime><FuelLevPrimary>64</FuelLevPrimary><PBrkState>1</PBrkState><IdleTimeSinceEngOn>0</IdleTimeSinceEngOn></JBusData></JBus>",,0,2019-01-03 18:50:31.063,816807
14277,927093047,1088217018,,GPS,ServiceStart,4593,,2019-01-03 18:50:54.360,44.3788948059082,-79.7163772583008,"<GPSData ReportType=""ServiceStart"" DeviceSerial=""1088217018"" MsgNum=""4593"" TripState=""N/A"" VIN="""" Latitude=""44.37889"" Longitude=""-79.71638""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>168.9</Course><GPSMessageNumber /><Speed>0.18529999774694442</Speed><CollectionTimestamp>2019-01-03T18:51:02</CollectionTimestamp><TotalDistance>1817.1093378525013</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 18:51:02.000,816807
14235,927093067,1088217018,4V4MC9EH5CN542671,J1939,Trip Start,2086,On Route,2019-01-03 18:50:56.017,44.378868103027294,-79.7163391113281,"<JBus ReportType=""Trip Start"" DeviceSerial=""1088217018"" MsgNum=""2086"" TripState=""On Route"" VIN=""4V4MC9EH5CN542671"" Latitude=""44.37887"" Longitude=""-79.71634""><JBusData><Course>165.6</Course><SourceAddress>23</SourceAddress><TotalDistanceInMiles>221821</TotalDistanceInMiles><Speed>1.609</Speed><EngineSpeed>593</EngineSpeed><EngineLoad>35</EngineLoad><TotalFuelUsed>137752</TotalFuelUsed><EngineOnTime>23</EngineOnTime><IdleTime>13</IdleTime><FuelLevPrimary>64</FuelLevPrimary><TotalEngineHours>176906</TotalEngineHours><PBrkState>0</PBrkState><IdleTimeSinceEngOn>23</IdleTimeSinceEngOn></JBusData></JBus>",,0,2019-01-03 18:51:04.000,816807
14261,927094153,1088217018,,GPS,TimeExpired1,4594,,2019-01-03 18:51:54.280,44.3786201477051,-79.7156448364258,"<GPSData ReportType=""TimeExpired1"" DeviceSerial=""1088217018"" MsgNum=""4594"" TripState=""N/A"" VIN="""" Latitude=""44.37862"" Longitude=""-79.71564""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>19.3</Course><GPSMessageNumber /><Speed>3.3354001512527467</Speed><CollectionTimestamp>2019-01-03T18:52:02</CollectionTimestamp><TotalDistance>1817.2218090489021</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 18:52:02.000,816807
14265,927095242,1088217018,,GPS,TimeExpired1,4595,,2019-01-03 18:52:54.127,44.3791656494141,-79.7165145874023,"<GPSData ReportType=""TimeExpired1"" DeviceSerial=""1088217018"" MsgNum=""4595"" TripState=""N/A"" VIN="""" Latitude=""44.37917"" Longitude=""-79.71651""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>147.6</Course><GPSMessageNumber /><Speed>10.562099967479705</Speed><CollectionTimestamp>2019-01-03T18:53:02</CollectionTimestamp><TotalDistance>1817.4138330427575</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 18:53:02.000,816807
14268,927096057,1088217018,,J1939,Trip End,2087,Engine Off,2019-01-03 18:53:31.173,44.378902435302706,-79.71629333496091,"<JBus ReportType=""Trip End"" DeviceSerial=""1088217018"" MsgNum=""2087"" TripState=""Engine Off"" VIN="""" Latitude=""44.3789"" Longitude=""-79.71629""><JBusData><Course>148.4</Course><SourceAddress>23</SourceAddress><TotalDistanceInMiles>221821</TotalDistanceInMiles><Speed>0</Speed><EngineSpeed>0</EngineSpeed><EngineLoad>0</EngineLoad><TotalFuelUsed>137752</TotalFuelUsed><EngineOnTime>173</EngineOnTime><IdleTime>29</IdleTime><FuelLevPrimary>63</FuelLevPrimary><TotalEngineHours>177060</TotalEngineHours><PBrkState>1</PBrkState><IdleTimeSinceEngOn>41</IdleTimeSinceEngOn></JBusData></JBus>",,0,2019-01-03 18:53:39.000,816807
14271,927096568,1088217018,,GPS,TimeExpired1,4596,,2019-01-03 18:53:54.030,44.378902435302706,-79.71630859375,"<GPSData ReportType=""TimeExpired1"" DeviceSerial=""1088217018"" MsgNum=""4596"" TripState=""N/A"" VIN="""" Latitude=""44.3789"" Longitude=""-79.71631""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>148.4</Course><GPSMessageNumber /><Speed>0.18529999774694442</Speed><CollectionTimestamp>2019-01-03T18:54:02</CollectionTimestamp><TotalDistance>1817.4473610416844</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 18:54:02.000,816807
14276,927097666,1088217018,,GPS,TimeExpired1,4597,,2019-01-03 18:54:54.140,44.37890625,-79.7163162231445,"<GPSData ReportType=""TimeExpired1"" DeviceSerial=""1088217018"" MsgNum=""4597"" TripState=""N/A"" VIN="""" Latitude=""44.37891"" Longitude=""-79.71632""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>158</Course><GPSMessageNumber /><Speed>0.18529999774694442</Speed><CollectionTimestamp>2019-01-03T18:55:02</CollectionTimestamp><TotalDistance>1817.4485802416455</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 18:55:02.000,816807
14304,927098723,1088217018,,GPS,TimeExpired1,4598,,2019-01-03 18:55:54.077,44.3788948059082,-79.71632385253909,"<GPSData ReportType=""TimeExpired1"" DeviceSerial=""1088217018"" MsgNum=""4598"" TripState=""N/A"" VIN="""" Latitude=""44.37889"" Longitude=""-79.71632""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>158</Course><GPSMessageNumber /><Speed>0.18529999774694442</Speed><CollectionTimestamp>2019-01-03T18:56:02</CollectionTimestamp><TotalDistance>1817.4504090415871</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 18:56:02.000,816807
14286,927099962,1088217018,,GPS,TimeExpired1,4599,,2019-01-03 18:56:57.563,44.3788719177246,-79.71630859375,"<GPSData ReportType=""TimeExpired1"" DeviceSerial=""1088217018"" MsgNum=""4599"" TripState=""N/A"" VIN="""" Latitude=""44.37887"" Longitude=""-79.71631""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>158</Course><GPSMessageNumber /><Speed>0.18529999774694442</Speed><CollectionTimestamp>2019-01-03T18:57:02</CollectionTimestamp><TotalDistance>1817.452847441509</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 18:57:02.000,816807
14290,927101064,1088217018,,GPS,NoMove,4600,,2019-01-03 18:57:57.547,44.378879547119105,-79.71630859375,"<GPSData ReportType=""NoMove"" DeviceSerial=""1088217018"" MsgNum=""4600"" TripState=""N/A"" VIN="""" Latitude=""44.37888"" Longitude=""-79.71631""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>158</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-03T18:58:02</CollectionTimestamp><TotalDistance>1817.4543714414601</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 18:58:02.000,816807
14494,927173023,1088217018,,GPS,NoMoveTimeout,4601,,2019-01-03 19:57:57.157,44.378902435302706,-79.7162857055664,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4601"" TripState=""N/A"" VIN="""" Latitude=""44.3789"" Longitude=""-79.71629""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>158</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-03T19:58:02</CollectionTimestamp><TotalDistance>1817.4543714414601</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 19:58:02.000,816807
14683,927211385,1088217018,,J1939,Current State,2088,Engine On,2019-01-03 20:36:10.093,44.3789215087891,-79.71630859375,"<JBus ReportType=""Current State"" DeviceSerial=""1088217018"" MsgNum=""2088"" TripState=""Engine On"" VIN="""" Latitude=""44.37892"" Longitude=""-79.71631""><JBusData><Course>158</Course><SourceAddress>23</SourceAddress><TotalDistanceInMiles>221821</TotalDistanceInMiles><Speed>0</Speed><EngineSpeed>103</EngineSpeed><EngineLoad>0</EngineLoad><TotalFuelUsed>137752</TotalFuelUsed><EngineOnTime>0</EngineOnTime><IdleTime>0</IdleTime><FuelLevPrimary>64</FuelLevPrimary><TotalEngineHours>177060</TotalEngineHours><PBrkState>1</PBrkState><IdleTimeSinceEngOn>0</IdleTimeSinceEngOn></JBusData></JBus>",,0,2019-01-03 20:34:14.000,816807
14684,927213538,1088217018,4V4MC9EH5CN542671,J1939,Trip Start,2089,On Route,2019-01-03 20:37:59.187,44.3789253234863,-79.7163009643555,"<JBus ReportType=""Trip Start"" DeviceSerial=""1088217018"" MsgNum=""2089"" TripState=""On Route"" VIN=""4V4MC9EH5CN542671"" Latitude=""44.37893"" Longitude=""-79.7163""><JBusData><Course>158</Course><SourceAddress>23</SourceAddress><TotalDistanceInMiles>221821</TotalDistanceInMiles><Speed>1.609</Speed><EngineSpeed>601</EngineSpeed><EngineLoad>28</EngineLoad><TotalFuelUsed>137752</TotalFuelUsed><EngineOnTime>229</EngineOnTime><IdleTime>219</IdleTime><FuelLevPrimary>64</FuelLevPrimary><TotalEngineHours>177290</TotalEngineHours><PBrkState>0</PBrkState><IdleTimeSinceEngOn>229</IdleTimeSinceEngOn></JBusData></JBus>",,0,2019-01-03 20:38:04.000,816807
14718,927214477,1088217018,,GPS,StartedMove,4602,,2019-01-03 20:39:45.093,44.37895202636721,-79.7163467407227,"<GPSData ReportType=""StartedMove"" DeviceSerial=""1088217018"" MsgNum=""4602"" TripState=""N/A"" VIN="""" Latitude=""44.37895"" Longitude=""-79.71635""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>203</Course><GPSMessageNumber /><Speed>3.5206998612880707</Speed><CollectionTimestamp>2019-01-03T20:38:20</CollectionTimestamp><TotalDistance>1817.4543714414601</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 20:38:20.000,816807
14740,927214176,1088217018,,J1939,Current State,2090,On Route,2019-01-03 20:39:09.173,44.3793258666992,-79.71617126464841,"<JBus ReportType=""Current State"" DeviceSerial=""1088217018"" MsgNum=""2090"" TripState=""On Route"" VIN="""" Latitude=""44.37933"" Longitude=""-79.71617""><JBusData><Course>328.4</Course><SourceAddress>23</SourceAddress><TotalDistanceInMiles>221821</TotalDistanceInMiles><Speed>16.09</Speed><EngineSpeed>1175</EngineSpeed><EngineLoad>19</EngineLoad><TotalFuelUsed>137752</TotalFuelUsed><EngineOnTime>300</EngineOnTime><IdleTime>219</IdleTime><FuelLevPrimary>64</FuelLevPrimary><TotalEngineHours>177360</TotalEngineHours><PBrkState>0</PBrkState><IdleTimeSinceEngOn>232</IdleTimeSinceEngOn></JBusData></JBus>",,0,2019-01-03 20:39:14.000,816807
14719,927214478,1088217018,,GPS,TimeExpired1,4603,,2019-01-03 20:39:45.140,44.3795394897461,-79.7163391113281,"<GPSData ReportType=""TimeExpired1"" DeviceSerial=""1088217018"" MsgNum=""4603"" TripState=""N/A"" VIN="""" Latitude=""44.37954"" Longitude=""-79.71634""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>328.1</Course><GPSMessageNumber /><Speed>15.379900100708008</Speed><CollectionTimestamp>2019-01-03T20:39:20</CollectionTimestamp><TotalDistance>1817.4543714414601</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 20:39:20.000,816807
14724,927214750,1088217018,,J1939,Trip End,2091,Engine Off,2019-01-03 20:40:14.297,44.379878997802706,-79.7171401977539,"<JBus ReportType=""Trip End"" DeviceSerial=""1088217018"" MsgNum=""2091"" TripState=""Engine Off"" VIN="""" Latitude=""44.37988"" Longitude=""-79.71714""><JBusData><Course>323.5</Course><SourceAddress>23</SourceAddress><TotalDistanceInMiles>221821</TotalDistanceInMiles><Speed>0</Speed><EngineSpeed>0</EngineSpeed><EngineLoad>0</EngineLoad><TotalFuelUsed>137753</TotalFuelUsed><EngineOnTime>359</EngineOnTime><IdleTime>229</IdleTime><FuelLevPrimary>64</FuelLevPrimary><TotalEngineHours>177425</TotalEngineHours><PBrkState>1</PBrkState><IdleTimeSinceEngOn>245</IdleTimeSinceEngOn></JBusData></JBus>",,0,2019-01-03 20:40:19.000,816807
14725,927214751,1088217018,,GPS,TimeExpired1,4604,,2019-01-03 20:40:14.327,44.379878997802706,-79.7171401977539,"<GPSData ReportType=""TimeExpired1"" DeviceSerial=""1088217018"" MsgNum=""4604"" TripState=""N/A"" VIN="""" Latitude=""44.37988"" Longitude=""-79.71714""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-03T20:40:20</CollectionTimestamp><TotalDistance>1817.583911437315</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 20:40:20.000,816807
14730,927215389,1088217018,,GPS,TimeExpired1,4605,,2019-01-03 20:41:15.063,44.379878997802706,-79.7171401977539,"<GPSData ReportType=""TimeExpired1"" DeviceSerial=""1088217018"" MsgNum=""4605"" TripState=""N/A"" VIN="""" Latitude=""44.37988"" Longitude=""-79.71714""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-03T20:41:20</CollectionTimestamp><TotalDistance>1817.5842162373051</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 20:41:20.000,816807
14736,927216055,1088217018,,GPS,TimeExpired1,4606,,2019-01-03 20:42:15.063,44.379878997802706,-79.71714782714841,"<GPSData ReportType=""TimeExpired1"" DeviceSerial=""1088217018"" MsgNum=""4606"" TripState=""N/A"" VIN="""" Latitude=""44.37988"" Longitude=""-79.71715""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-03T20:42:20</CollectionTimestamp><TotalDistance>1817.5842162373051</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 20:42:20.000,816807
14762,927217241,1088217018,,GPS,TimeExpired1,4607,,2019-01-03 20:43:15.140,44.3798751831055,-79.71714782714841,"<GPSData ReportType=""TimeExpired1"" DeviceSerial=""1088217018"" MsgNum=""4607"" TripState=""N/A"" VIN="""" Latitude=""44.37988"" Longitude=""-79.71715""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-03T20:43:20</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 20:43:20.000,816807
14743,927218873,1088217018,,GPS,TimeExpired1,4608,,2019-01-03 20:44:14.937,44.3798751831055,-79.71714782714841,"<GPSData ReportType=""TimeExpired1"" DeviceSerial=""1088217018"" MsgNum=""4608"" TripState=""N/A"" VIN="""" Latitude=""44.37988"" Longitude=""-79.71715""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-03T20:44:20</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 20:44:20.000,816807
14744,927219062,1088217018,,GPS,NoMove,4609,,2019-01-03 20:44:28.517,44.3798751831055,-79.71714782714841,"<GPSData ReportType=""NoMove"" DeviceSerial=""1088217018"" MsgNum=""4609"" TripState=""N/A"" VIN="""" Latitude=""44.37988"" Longitude=""-79.71715""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-03T20:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 20:44:34.000,816807
14937,927279092,1088217018,,GPS,NoMoveTimeout,4610,,2019-01-03 21:44:28.687,44.3798484802246,-79.71714782714841,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4610"" TripState=""N/A"" VIN="""" Latitude=""44.37985"" Longitude=""-79.71715""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-03T21:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 21:44:34.000,816807
15157,927337736,1088217018,,GPS,NoMoveTimeout,4611,,2019-01-03 22:44:28.767,44.379852294921896,-79.7170944213867,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4611"" TripState=""N/A"" VIN="""" Latitude=""44.37985"" Longitude=""-79.71709""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-03T22:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 22:44:34.000,816807
15269,927389166,1088217018,,GPS,NoMoveTimeout,4612,,2019-01-03 23:44:28.467,44.379734039306605,-79.7170791625977,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4612"" TripState=""N/A"" VIN="""" Latitude=""44.37973"" Longitude=""-79.71708""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-03T23:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-03 23:44:34.000,816807
15309,927436090,1088217018,,GPS,NoMoveTimeout,4613,,2019-01-04 00:44:28.360,44.3798599243164,-79.7171249389648,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4613"" TripState=""N/A"" VIN="""" Latitude=""44.37986"" Longitude=""-79.71712""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-04T00:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-04 00:44:34.000,816807
15341,927471859,1088217018,,GPS,NoMoveTimeout,4614,,2019-01-04 01:44:28.593,44.3798484802246,-79.7171401977539,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4614"" TripState=""N/A"" VIN="""" Latitude=""44.37985"" Longitude=""-79.71714""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-04T01:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-04 01:44:34.000,816807
15373,927506142,1088217018,,GPS,NoMoveTimeout,4615,,2019-01-04 02:44:28.187,44.3798484802246,-79.7171325683594,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4615"" TripState=""N/A"" VIN="""" Latitude=""44.37985"" Longitude=""-79.71713""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-04T02:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-04 02:44:34.000,816807
15360,927537238,1088217018,,GPS,NoMoveTimeout,4616,,2019-01-04 03:44:28.127,44.37983703613279,-79.7171096801758,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4616"" TripState=""N/A"" VIN="""" Latitude=""44.37984"" Longitude=""-79.71711""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-04T03:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-04 03:44:34.000,816807
15372,927565403,1088217018,,GPS,NoMoveTimeout,4617,,2019-01-04 04:44:28.173,44.3798484802246,-79.7171249389648,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4617"" TripState=""N/A"" VIN="""" Latitude=""44.37985"" Longitude=""-79.71712""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-04T04:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-04 04:44:34.000,816807
15381,927591161,1088217018,,GPS,NoMoveTimeout,4618,,2019-01-04 05:51:00.717,44.3798332214355,-79.7171173095703,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4618"" TripState=""N/A"" VIN="""" Latitude=""44.37983"" Longitude=""-79.71712""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-04T05:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-04 05:44:34.000,816807
15421,927624794,1088217018,,GPS,NoMoveTimeout,4620,,2019-01-04 07:48:47.110,44.379856109619105,-79.7171173095703,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4620"" TripState=""N/A"" VIN="""" Latitude=""44.37986"" Longitude=""-79.71712""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-04T07:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-04 07:44:34.000,816807
15405,927644445,1088217018,,GPS,NoMoveTimeout,4621,,2019-01-04 08:44:27.780,44.3798599243164,-79.7171249389648,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4621"" TripState=""N/A"" VIN="""" Latitude=""44.37986"" Longitude=""-79.71712""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-04T08:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-04 08:44:34.000,816807
15414,927670659,1088217018,,GPS,NoMoveTimeout,4622,,2019-01-04 09:44:27.843,44.3798484802246,-79.7171630859375,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4622"" TripState=""N/A"" VIN="""" Latitude=""44.37985"" Longitude=""-79.71716""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-04T09:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-04 09:44:34.000,816807
15446,927701297,1088217018,,GPS,NoMoveTimeout,4623,,2019-01-04 10:44:27.843,44.379852294921896,-79.7171096801758,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4623"" TripState=""N/A"" VIN="""" Latitude=""44.37985"" Longitude=""-79.71711""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-04T10:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-04 10:44:34.000,816807
15451,927740058,1088217018,,GPS,NoMoveTimeout,4624,,2019-01-04 11:44:27.733,44.3798217773438,-79.7171249389648,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4624"" TripState=""N/A"" VIN="""" Latitude=""44.37982"" Longitude=""-79.71712""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-04T11:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-04 11:44:34.000,816807
15578,927790783,1088217018,,GPS,NoMoveTimeout,4625,,2019-01-04 12:44:27.717,44.3798408508301,-79.7171096801758,"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217018"" MsgNum=""4625"" TripState=""N/A"" VIN="""" Latitude=""44.37984"" Longitude=""-79.71711""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>323.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2019-01-04T12:44:34</CollectionTimestamp><TotalDistance>1817.5848258372855</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>",,0,2019-01-04 12:44:34.000,816807
